name,business_id,industry,toi_code,toi_description,nearest_station,distance_km,address,website,status,registered,lat,lon,found_website
Oulu Retail RE Ky,3246806-2,finance,64990.0,Muualla luokittelematon muu rahoituspalvelutoiminta pois lukien vakuutus- ja eläkevakuutustoiminta,Pasila,0.08,"Firdonkatu, 00520",,2,2021-11-10,60.1986848,24.933802,
Salomon Holding Oy,3248583-1,finance,64990.0,Muualla luokittelematon muu rahoituspalvelutoiminta pois lukien vakuutus- ja eläkevakuutustoiminta,Pasila,0.08,"Venttiilikuja, 00520",,2,2021-11-30,60.1986848,24.933802,https://salomon-holding.com/
Sininen Kuula Oy,3128331-4,health,86990.0,Muualla luokittelematon muu terveyspalvelutoiminta,Pasila,0.08,"Jarrumiehenkatu, 00520",,2,2020-04-03,60.1986848,24.933802,
Rokki-Matti Oy,3127966-5,manufacturing,26400.0,Viihde-elektroniikan valmistus,Pasila,0.08,"Porvoonkatu, 00520",,2,2020-04-01,60.1986848,24.933802,
Reto Oy,3127930-7,it,62200.0,Laitteistokonsultointi ja käyttö- ja hallintapalvelut,Pasila,0.08,"Firdonkatu, 00520",www.reto.fi,2,2020-04-01,60.1986848,24.933802,www.reto.fi
CF13 Classic Fashion Oy,3248820-7,retail,47712.0,Vaatteiden vähittäiskauppa ilman erikoistumista tiettyyn tuoteryhmään,Pasila,0.08,"Teollisuuskatu, 00520",,2,2021-12-28,60.1986848,24.933802,
Element Communications Oy,3127380-2,marketing,73300.0,Suhdetoiminta ja viestintä,Pasila,0.08,"Tulistimenkatu, 00520",,2,2020-04-03,60.1986848,24.933802,
Letin Oy,3249769-9,other,81210.0,Kiinteistöjen siivous,Pasila,0.08,"Opastinsilta, 00520",,2,2021-12-07,60.1986848,24.933802,
Serpentex Oy,3128815-8,wholesale,46120.0,"Polttoaineiden, malmien, metallien ja teollisuuskemikaalien agentuuritoiminta",Pasila,0.08,"Kumpulantie, 00520",,2,2020-04-07,60.1986848,24.933802,
UB Nordic Property Management Oy,3246805-4,finance,64990.0,Muualla luokittelematon muu rahoituspalvelutoiminta pois lukien vakuutus- ja eläkevakuutustoiminta,Pasila,0.08,"Firdonkatu, 00520",,2,2021-11-10,60.1986848,24.933802,
Villa Dialogic Oy,3246772-1,education,85599.0,Muu muualla luokittelematon monenlainen koulutustoiminta,Pasila,0.08,"Karjalankatu, 00520",,2,2021-11-15,60.1986848,24.933802,
Rapp Live Oy,3244325-2,engineering,71126.0,Muu rakennustekninen palvelu,Pasila,0.08,"Firdonkatu, 00520",www.rapplive.fi,2,2021-11-03,60.1986848,24.933802,www.rapplive.fi
Pankej Invest Oy,3235529-5,finance,64210.0,Holdingyhtiöiden toiminta,Pasila,0.08,"Aleksis Kiven katu, 00520",,2,2021-09-20,60.1986848,24.933802,
Preferrent OY,3236029-7,it,63100.0,"Tietojenkäsittelyinfrastruktuuri, tietojenkäsittely, palvelintilan vuokraus ja niihin liittyvät palvelut",Pasila,0.08,"Veturitie, 00520",www.preferrent.fi,2,2021-09-28,60.1986848,24.933802,www.preferrent.fi
Daa Money Transfer and Exchange Oy,3137872-7,finance,66190.0,Muu rahoitusta palveleva toiminta pois lukien vakuutus- ja eläkevakuutustoiminta,Pasila,0.08,"Sahkottajankatu, 00520",,2,2020-06-03,60.1986848,24.933802,
Oy Reokari Ab,3237371-7,other,82990.0,Muualla luokittelematon muu liike-elämän tukipalvelutoiminta,Pasila,0.08,"Kumpulantie, 00520",www.hallasaari.com,2,2021-09-27,60.1986848,24.933802,www.hallasaari.com
Luova Lääkärit Oy,3136905-4,staffing,78200.0,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Pasila,0.08,"Ratamestarinkatu, 00520",www.solohealth.fi,2,2020-05-27,60.1986848,24.933802,www.solohealth.fi
Catedral Group Oy,3136810-7,engineering,71123.0,Rakennetekninen palvelu,Pasila,0.08,"Kumpulantie, 00520",www.catedral.fi,2,2020-07-07,60.1986848,24.933802,www.catedral.fi
Ryefield Harvest Oy,3136449-9,other,82990.0,Muualla luokittelematon muu liike-elämän tukipalvelutoiminta,Pasila,0.08,"Kumpulanportti, 00520",,2,2020-06-01,60.1986848,24.933802,
UCS Oy,3238421-3,it,62900.0,Muu laitteisto- ja tietotekninen palvelutoiminta,Pasila,0.08,"Opastinsilta, 00520",,2,2021-10-25,60.1986848,24.933802,
Musicaudio Oy,3239390-2,other,90209.0,Muu esittävä taide,Pasila,0.08,"Opastinsilta, 00520",,2,2021-10-05,60.1986848,24.933802,
Himu Oy,3239990-9,hospitality,56111.0,Ruokaravintolat,Pasila,0.08,"Hoyrykatu, 00520",,2,2021-10-05,60.1986848,24.933802,
SZ Trading Oy,3241127-7,wholesale,46900.0,Yleistukkukauppa,Pasila,0.08,"Veturitie, 00520",,2,2021-12-10,60.1986848,24.933802,
Kooditarha Oy,3176943-7,it,62100.0,Ohjelmistojen suunnittelu ja valmistus,Pasila,0.08,"Fredikanterassi, 00520",,2,2020-12-21,60.1986848,24.933802,
D-Beat Oy,3242285-7,other,90209.0,Muu esittävä taide,Pasila,0.08,"Opastinsilta, 00520",,2,2021-10-18,60.1986848,24.933802,
